PID,Fraud,DeductibleAmt,AmtReimbursed,CountOfCID,AvgAmtReimb,AvgAmtDed,CountOfBene,AvgReimbPerBene,AvgDedPerBene,AvgAge
PRV54896,Yes,60498,616860,159,3880,380,152,4058,398,75
PRV54898,No,9612,72000,9,8000,1068,9,8000,1068,72
PRV54900,No,100,3490,14,249,7,14,249,7,73
PRV54901,No,7576,103960,25,4158,303,25,4158,303,75
PRV54902,No,1068,9840,16,615,67,15,656,71,70
PRV54903,No,7476,57000,7,8143,1068,6,9500,1246,71
PRV54904,No,100,7970,19,419,5,19,419,5,74
PRV54905,No,4652,79620,149,534,31,114,698,41,77
PRV54906,No,8544,127150,22,5780,388,22,5780,388,75
PRV54907,No,520,59920,170,352,3,120,499,4,76
PRV54908,No,100,34230,115,298,1,109,314,1,75
PRV54909,No,7476,89860,27,3328,277,27,3328,277,76
PRV54910,No,3314,80880,215,376,15,152,532,22,75
PRV54911,No,270,25520,85,300,3,82,311,3,74
PRV54914,No,16172,212930,402,530,40,220,968,74,76
PRV54916,No,17348,183750,107,1717,162,99,1856,175,74
PRV54917,No,16030,112450,37,3039,433,36,3124,445,76
PRV54918,Yes,76068,874860,166,5270,458,139,6294,547,76
PRV54919,No,4402,66770,178,375,25,155,431,28,76
PRV54923,No,20,30400,79,385,0,57,533,0,71
PRV54924,No,22948,279220,173,1614,133,144,1939,159,76
PRV54925,Yes,40734,478870,122,3925,334,97,4937,420,73
PRV54926,No,8614,85620,47,1822,183,45,1903,191,70
PRV54927,No,50,22600,102,222,0,94,240,1,76
PRV54929,Yes,16020,197630,26,7601,616,26,7601,616,74
PRV54930,No,6320,93570,211,443,30,186,503,34,75
PRV54931,Yes,25632,248540,52,4780,493,50,4971,513,76
PRV54932,No,170,21160,59,359,3,59,359,3,74
PRV54933,Yes,28966,273200,64,4269,453,53,5155,547,73
PRV54934,No,18306,178930,71,2520,258,57,3139,321,75
PRV54935,No,3524,23250,89,261,40,77,302,46,74
PRV54936,Yes,130526,1139730,221,5157,591,209,5453,625,73
PRV54937,No,3274,36260,36,1007,91,36,1007,91,70
PRV54938,No,270,25530,86,297,3,86,297,3,75
PRV54939,Yes,3520,407800,1380,296,3,1163,351,3,75
PRV54941,No,0,4990,18,277,0,18,277,0,73
PRV54942,Yes,20832,365970,130,2815,160,119,3075,175,77
PRV54943,No,2136,23450,23,1020,93,21,1117,102,69
PRV54944,No,310,38620,120,322,3,115,336,3,75
PRV54945,No,100,5950,37,161,3,36,165,3,73
PRV54946,No,120,33740,91,371,1,91,371,1,73
PRV54947,No,50,7630,26,293,2,24,318,2,73
PRV54949,No,43780,525140,412,1275,106,375,1400,117,75
PRV54950,Yes,5430,75400,18,4189,302,18,4189,302,78
PRV54952,Yes,12058,181650,149,1219,81,147,1236,82,75
PRV54953,No,240,28200,102,276,2,84,336,3,73
PRV54954,No,80,18080,71,255,1,71,255,1,74
PRV54955,Yes,209488,2134890,314,6799,667,300,7116,698,75
PRV54959,No,7696,86510,95,911,81,92,940,84,74
PRV54960,No,60,51400,193,266,0,187,275,0,77
PRV54963,No,1168,29770,67,444,17,67,444,17,74
PRV54965,No,9812,151480,107,1416,92,105,1443,93,76
PRV54966,Yes,5980,502010,1796,280,3,1289,389,5,75
PRV54967,No,90,21920,51,430,2,51,430,2,75
PRV54968,No,10870,127820,49,2609,222,41,3118,265,69
PRV54970,No,7288,106170,233,456,31,180,590,40,74
PRV54971,No,54330,541030,429,1261,127,189,2863,287,72
PRV54972,No,180,16950,62,273,3,56,303,3,75
PRV54973,No,9872,68880,129,534,77,123,560,80,78
PRV54975,No,240,36460,132,276,2,122,299,2,75
PRV54976,No,180,19940,55,363,3,53,376,3,76
PRV54977,No,5340,89140,53,1682,101,41,2174,130,77
PRV54978,No,500,86760,265,327,2,126,689,4,75
PRV54981,No,84372,816730,95,8597,888,90,9075,937,75
PRV54982,No,60,11860,37,321,2,33,359,2,77
PRV54983,No,170,42140,126,334,1,116,363,1,73
PRV54985,No,860,63340,223,284,4,203,312,4,76
PRV54986,Yes,158536,1693410,618,2740,257,542,3124,293,73
PRV54988,No,0,14310,41,349,0,41,349,0,71
PRV54990,No,4272,46600,20,2330,214,20,2330,214,75
PRV54991,No,660,21180,130,163,5,125,169,5,75
PRV54992,No,0,11710,18,651,0,17,689,0,73
PRV54993,No,8584,185920,53,3508,162,48,3873,179,74
PRV54995,No,130,6060,16,379,8,16,379,8,77
PRV54997,No,5390,39770,34,1170,159,22,1808,245,75
PRV54998,Yes,62384,563540,207,2722,301,130,4335,480,77
PRV54999,No,3204,40940,10,4094,320,10,4094,320,76
PRV55000,No,91462,1166020,764,1526,120,707,1649,129,75
PRV55001,No,370,41400,158,262,2,153,271,2,74
PRV55002,No,440,27060,100,271,4,93,291,5,72
PRV55003,No,5350,77850,76,1024,70,73,1066,73,76
PRV55004,Yes,9476,703610,2399,293,4,992,709,10,74
PRV55005,No,58810,516780,130,3975,452,128,4037,459,76
PRV55006,No,3344,37250,41,909,82,41,909,82,73
PRV55007,No,0,3330,14,238,0,13,256,0,79
PRV55010,Yes,590,66400,289,230,2,143,464,4,77
PRV55011,No,250,13750,56,246,4,54,255,5,75
PRV55012,No,330,19800,73,271,5,69,287,5,76
PRV55013,No,550,17800,83,214,7,78,228,7,73
PRV55016,No,510,38140,146,261,3,86,443,6,73
PRV55018,Yes,67284,615940,75,8213,897,72,8555,935,75
PRV55019,Yes,167826,1857020,285,6516,589,221,8403,759,75
PRV55022,Yes,80340,716850,137,5232,586,123,5828,653,77
PRV55023,No,34176,420150,64,6565,534,52,8080,657,73
PRV55024,No,3374,32980,46,717,73,45,733,75,74
PRV55026,No,810,76910,272,283,3,239,322,3,74
PRV55027,Yes,14334,191990,156,1231,92,147,1306,98,76
PRV55028,No,20782,241790,223,1084,93,87,2779,239,72
PRV55029,No,14274,224000,255,878,56,209,1072,68,74
PRV55030,Yes,75360,782900,311,2517,242,239,3276,315,75
PRV55031,No,4272,45300,32,1416,134,30,1510,142,72
PRV55032,No,1738,20340,36,565,48,36,565,48,77
PRV55034,Yes,26214,435780,612,712,43,466,935,56,75
PRV55035,No,0,3860,14,276,0,14,276,0,77
PRV55036,No,360,14760,64,231,6,63,234,6,77
PRV55037,No,13130,313660,649,483,20,448,700,29,73
PRV55038,No,0,4230,15,282,0,15,282,0,69
PRV55039,Yes,36112,816200,2058,397,18,647,1262,56,75
PRV55040,No,0,6630,6,1105,0,6,1105,0,80
PRV55041,No,5340,63880,21,3042,254,20,3194,267,75
PRV55042,No,8944,126300,124,1019,72,110,1148,81,74
PRV55043,No,540,35450,119,298,5,114,311,5,76
PRV55044,No,0,1070,9,119,0,9,119,0,83
PRV55045,No,10,27630,66,419,0,65,425,0,75
PRV55048,Yes,85440,866240,94,9215,909,88,9844,971,74
PRV55049,Yes,79032,725150,148,4900,534,117,6198,675,74
PRV55050,No,510,49610,183,271,3,137,362,4,74
PRV55051,No,7476,60000,7,8571,1068,7,8571,1068,76
PRV55052,No,0,8480,49,173,0,31,274,0,76
PRV55053,No,100,13340,54,247,2,29,460,3,75
PRV55054,No,50,12650,69,183,1,59,214,1,75
PRV55056,No,360,40290,100,403,4,91,443,4,75
PRV55057,Yes,1040,94560,347,273,3,146,648,7,73
PRV55058,No,1200,63470,227,280,5,164,387,7,74
PRV55059,No,360,51910,153,339,2,84,618,4,75
PRV55061,No,70,24290,95,256,1,83,293,1,77
PRV55062,No,0,7460,29,257,0,28,266,0,78
PRV55063,No,0,660,10,66,0,10,66,0,80
PRV55064,No,1300,187750,621,302,2,380,494,3,74
PRV55067,No,1068,29000,1,29000,1068,1,29000,1068,78
PRV55068,No,0,2620,6,437,0,6,437,0,66
PRV55069,No,100,2050,21,98,5,20,103,5,72
PRV55070,No,0,3220,20,161,0,19,169,0,75
PRV55071,No,290,25930,70,370,4,58,447,5,76
PRV55072,No,80,9550,48,199,2,41,233,2,75
PRV55073,No,90,6570,18,365,5,17,386,5,72
PRV55074,No,0,10,1,10,0,1,10,0,86
PRV55076,No,0,770,5,154,0,5,154,0,65
PRV55077,No,0,390,8,49,0,7,56,0,72
PRV55078,No,0,0,1,0,0,1,0,0,67
PRV55079,No,100,10940,47,233,2,46,238,2,75
PRV55080,No,70,4820,8,603,9,8,603,9,81
PRV55081,No,60,6950,30,232,2,28,248,2,73
PRV55083,No,890,50470,196,258,5,152,332,6,75
PRV55085,No,200,9180,24,383,8,22,417,9,76
PRV55086,No,300,14690,78,188,4,60,245,5,78
PRV55087,No,520,43770,201,218,3,154,284,3,74
PRV55088,No,10,15250,31,492,0,31,492,0,76
PRV55089,No,0,400,1,400,0,1,400,0,81
PRV55091,No,50,4750,18,264,3,18,264,3,68
PRV55092,No,140,660,8,83,18,8,83,18,76
PRV55093,No,160,3380,19,178,8,18,188,9,77
PRV55094,No,0,17100,19,900,0,18,950,0,71
PRV55095,No,240,7520,20,376,12,20,376,12,79
PRV55096,No,70,5350,27,198,3,26,206,3,74
PRV55097,No,0,720,4,180,0,4,180,0,82
PRV55098,No,140,6970,27,258,5,17,410,8,75
PRV55099,No,640,24200,97,249,7,54,448,12,76
PRV55103,No,190,15100,78,194,2,74,204,3,75
PRV55104,No,380,14880,52,286,7,46,323,8,73
PRV55106,No,0,3870,5,774,0,5,774,0,74
PRV55108,No,610,63340,223,284,3,152,417,4,74
PRV55110,No,130,9960,40,249,3,23,433,6,76
PRV55111,No,140,4070,29,140,5,25,163,6,74
PRV55112,No,10,5750,32,180,0,31,185,0,76
PRV55114,No,0,4480,13,345,0,13,345,0,77
PRV55116,No,330,81920,284,288,1,143,573,2,78
PRV55117,No,0,800,4,200,0,4,200,0,67
PRV55118,No,2136,10600,5,2120,427,5,2120,427,66
PRV55120,No,8544,58200,9,6467,949,9,6467,949,79
PRV55121,No,21360,173070,20,8654,1068,20,8654,1068,70
PRV55122,No,1068,5000,1,5000,1068,1,5000,1068,83
PRV55123,No,0,90,2,45,0,2,45,0,78
PRV55124,No,9612,152000,9,16889,1068,8,19000,1202,80
PRV55126,No,2136,13000,2,6500,1068,2,6500,1068,71
PRV55128,No,8544,111000,8,13875,1068,8,13875,1068,82
PRV55129,No,1068,10600,3,3533,356,3,3533,356,76
PRV55130,No,3204,28000,3,9333,1068,3,9333,1068,64
PRV55131,No,2136,47000,2,23500,1068,2,23500,1068,82
PRV55132,No,9612,108000,10,10800,961,10,10800,961,72
PRV55133,No,2136,50000,2,25000,1068,2,25000,1068,79
PRV55134,No,1068,11000,1,11000,1068,1,11000,1068,86
PRV55135,No,3204,25000,3,8333,1068,3,8333,1068,59
PRV55136,No,8544,102000,8,12750,1068,8,12750,1068,74
PRV55137,No,2136,38000,2,19000,1068,2,19000,1068,79
PRV55138,No,3204,25000,3,8333,1068,3,8333,1068,85
PRV55140,No,9612,85000,9,9444,1068,9,9444,1068,69
PRV55141,No,0,90,2,45,0,2,45,0,85
PRV55143,No,1068,10000,1,10000,1068,1,10000,1068,80
PRV55144,No,2136,41000,2,20500,1068,2,20500,1068,61
PRV55145,No,14952,143000,14,10214,1068,14,10214,1068,72
PRV55146,No,1068,6000,1,6000,1068,1,6000,1068,73
PRV55147,Yes,5340,112200,6,18700,890,6,18700,890,76
PRV55148,No,1068,7000,1,7000,1068,1,7000,1068,84
PRV55149,No,17088,145000,16,9063,1068,16,9063,1068,78
PRV55150,No,4272,19100,6,3183,712,6,3183,712,76
PRV55151,No,1068,10000,1,10000,1068,1,10000,1068,63
PRV55152,No,10680,78300,10,7830,1068,10,7830,1068,75
PRV55154,No,0,900,1,900,0,1,900,0,80
PRV55155,No,9612,68000,9,7556,1068,9,7556,1068,69
PRV55156,No,1068,6000,1,6000,1068,1,6000,1068,70
PRV55157,No,3204,16000,3,5333,1068,3,5333,1068,79
PRV55158,No,30954,508210,698,728,44,534,952,58,75
PRV55160,No,9612,120000,10,12000,961,10,12000,961,69
PRV55161,No,2136,28000,2,14000,1068,2,14000,1068,70
PRV55163,Yes,2728,168750,587,287,5,365,462,7,74
PRV55164,No,18456,239760,154,1557,120,113,2122,163,73
PRV55165,Yes,32730,329870,241,1369,136,228,1447,144,72
PRV55166,No,210,19740,72,274,3,70,282,3,69
PRV55167,No,240,33300,94,354,3,80,416,3,72
PRV55168,No,290,51960,134,388,2,82,634,4,74
PRV55169,No,89036,1011760,721,1403,123,585,1730,152,73
PRV55171,Yes,41384,407360,247,1649,168,110,3703,376,72
PRV55172,Yes,58678,727600,114,6382,515,98,7424,599,74
PRV55173,No,70,8350,25,334,3,24,348,3,75
PRV55175,No,25444,254600,304,838,84,267,954,95,74
PRV55176,No,1108,8650,20,433,55,20,433,55,75
PRV55177,No,940,104420,327,319,3,286,365,3,74
PRV55178,No,2136,18510,31,597,69,29,638,74,74
PRV55179,No,16280,178930,74,2418,220,66,2711,247,72
PRV55180,No,6938,108440,127,854,55,112,968,62,73
PRV55181,No,38960,413360,439,942,89,332,1245,117,73
PRV55182,No,0,25940,102,254,0,78,333,0,71
PRV55183,No,21610,257750,117,2203,185,90,2864,240,71
PRV55184,No,1168,15760,56,281,21,45,350,26,72
PRV55185,No,5840,112170,206,545,28,70,1602,83,70
PRV55187,No,680,29270,125,234,5,101,290,7,74
PRV55188,No,4592,73470,207,355,22,112,656,41,74
PRV55189,No,38678,339940,133,2556,291,115,2956,336,73
PRV55191,No,0,17290,90,192,0,87,199,0,73
PRV55192,No,16290,218640,253,864,64,234,934,70,71
PRV55193,Yes,33108,444380,44,10100,752,38,11694,871,73
PRV55194,Yes,180214,1700900,421,4040,428,368,4622,490,73
PRV55195,Yes,15052,246730,77,3204,195,69,3576,218,71
PRV55196,No,6748,150790,173,872,39,153,986,44,73
PRV55197,No,220,24210,73,332,3,50,484,4,72
PRV55198,No,2266,22280,68,328,33,60,371,38,72
PRV55200,No,290,20250,69,293,4,55,368,5,75
PRV55202,No,60,11980,30,399,2,27,444,2,68
PRV55203,No,5450,46470,25,1859,218,25,1859,218,75
PRV55205,No,39076,638060,260,2454,150,240,2659,163,74
PRV55206,No,210,33090,103,321,2,92,360,2,76
PRV55207,No,340,41510,167,249,2,151,275,2,73
PRV55208,No,7476,76300,53,1440,141,50,1526,150,74
PRV55209,Yes,290038,2914700,762,3825,381,659,4423,440,73
PRV55210,No,470,50480,174,290,3,68,742,7,73
PRV55211,No,80,7030,32,220,3,32,220,3,72
PRV55213,No,3204,80390,81,992,40,66,1218,49,75
PRV55214,No,450,45880,190,241,2,173,265,3,74
PRV55215,Yes,159326,2284560,3393,673,47,2638,866,60,73
PRV55216,No,5870,59370,80,742,73,52,1142,113,75
PRV55218,No,360,20910,94,222,4,82,255,4,72
PRV55219,No,340,17530,89,197,4,85,206,4,72
PRV55220,No,220,23280,102,228,2,89,262,2,72
PRV55224,No,0,5800,23,252,0,23,252,0,71
PRV55225,Yes,9752,199390,66,3021,148,64,3115,152,76
PRV55226,No,460,80690,242,333,2,219,368,2,74
PRV55227,No,0,12100,46,263,0,42,288,0,73
PRV55229,No,16700,257520,243,1060,69,218,1181,77,74
PRV55230,Yes,231368,2612740,565,4624,410,515,5073,449,73
PRV55231,No,130,41470,126,329,1,99,419,1,73
PRV55232,No,29994,310420,107,2901,280,95,3268,316,70
PRV55233,No,1478,54940,187,294,8,99,555,15,74
PRV55234,No,8216,94600,184,514,45,172,550,48,72
PRV55235,No,600,60920,160,381,4,118,516,5,74
PRV55236,No,21460,237260,54,4394,397,35,6779,613,75
PRV55237,No,16220,131700,117,1126,139,108,1219,150,72
PRV55238,No,480,39250,101,389,5,101,389,5,73
PRV55239,No,690,49540,161,308,4,154,322,4,75
PRV55240,No,12218,119840,163,735,75,145,826,84,75
PRV55242,No,10700,65630,34,1930,315,28,2344,382,75
PRV55243,No,560,66230,257,258,2,231,287,2,74
PRV55244,No,100,7500,25,300,4,25,300,4,70
PRV55246,No,620,57290,227,252,3,213,269,3,73
PRV55247,No,3594,128140,355,361,10,175,732,21,74
PRV55248,No,510,46760,133,352,4,103,454,5,75
PRV55250,Yes,22768,343940,301,1143,76,116,2965,196,73
PRV55252,No,100,14220,45,316,2,39,365,3,73
PRV55254,No,70,4960,15,331,5,14,354,5,71
PRV55255,No,100,2590,12,216,8,12,216,8,79
PRV55256,No,4342,34150,28,1220,155,27,1265,161,75
PRV55257,No,210,35840,137,262,2,74,484,3,74
PRV55258,No,10,25200,42,600,0,36,700,0,71
PRV55259,No,50,13890,42,331,1,41,339,1,75
PRV55260,No,70,22310,57,391,1,41,544,2,72
PRV55261,No,100,4780,30,159,3,19,252,5,73
PRV55262,No,17110,235860,397,594,43,210,1123,81,72
PRV55263,No,1110,103750,319,325,3,247,420,4,74
PRV55264,No,1320,147430,528,279,3,305,483,4,73
PRV55265,No,410,43280,201,215,2,71,610,6,69
PRV55266,Yes,9612,45740,25,1830,384,22,2079,437,77
PRV55267,No,410,36020,144,250,3,78,462,5,73
PRV55268,No,0,13310,48,277,0,20,666,0,78
PRV55269,No,3964,53490,172,311,23,124,431,32,70
PRV55270,No,1738,63190,204,310,9,108,585,16,69
PRV55271,No,100,6020,15,401,7,12,502,8,70
PRV55272,No,530,53340,211,253,3,185,288,3,73
PRV55273,No,180,4240,18,236,10,12,353,15,75
PRV55274,No,100,20800,70,297,1,45,462,2,75
PRV55275,No,190,12370,54,229,4,39,317,5,77
PRV55276,No,120,10830,58,187,2,38,285,3,77
PRV55277,No,0,4200,17,247,0,16,263,0,71
PRV55278,No,0,7200,45,160,0,33,218,0,73
PRV55279,No,30,28610,81,353,0,49,584,1,71
PRV55281,No,470,54330,190,286,2,95,572,5,75
PRV55283,No,10,12390,36,344,0,31,400,0,70
PRV55285,No,0,530,7,76,0,7,76,0,66
PRV55286,No,0,570,4,143,0,3,190,0,85
PRV55289,No,0,3710,14,265,0,12,309,0,76
PRV55291,No,0,2190,6,365,0,4,548,0,80
PRV55292,No,0,610,6,102,0,6,102,0,74
PRV55293,No,0,5530,33,168,0,25,221,0,71
PRV55295,No,580,20380,88,232,7,71,287,8,71
PRV55296,No,0,12750,57,224,0,50,255,0,75
PRV55297,No,540,21280,98,217,6,44,484,12,66
PRV55298,No,40,15740,57,276,1,32,492,1,76
PRV55299,No,0,5930,18,329,0,17,349,0,72
PRV55300,No,70,8320,32,260,2,23,362,3,77
PRV55302,No,0,400,1,400,0,1,400,0,70
PRV55304,No,350,76330,204,374,2,122,626,3,73
PRV55305,No,10,4210,3,1403,3,3,1403,3,61
PRV55306,No,10,16500,59,280,0,34,485,0,74
PRV55307,No,250,24250,110,220,2,84,289,3,73
PRV55309,No,60,11800,35,337,2,24,492,3,74
PRV55312,No,210,17280,91,190,2,77,224,3,74
PRV55313,No,100,57410,192,299,1,129,445,1,71
PRV55314,No,190,25040,89,281,2,53,472,4,72
PRV55316,No,190,15490,65,238,3,45,344,4,76
PRV55318,No,130,26300,63,417,2,45,584,3,73
PRV55319,No,0,4570,17,269,0,11,415,0,75
PRV55320,No,0,6400,34,188,0,27,237,0,75
PRV55322,No,130,7270,28,260,5,24,303,5,75
PRV55323,No,120,36470,144,253,1,108,338,1,74
PRV55324,No,50,7530,25,301,2,24,314,2,76
PRV55325,No,400,14980,41,365,10,20,749,20,74
PRV55326,No,390,11700,58,202,7,30,390,13,74
PRV55329,No,0,360,2,180,0,2,180,0,74
PRV55330,No,0,1170,4,293,0,4,293,0,76
PRV55331,No,0,4700,23,204,0,19,247,0,76
PRV55333,No,200,9500,51,186,4,31,306,6,73
PRV55335,No,160,1760,24,73,7,16,110,10,73
PRV55337,No,0,1890,13,145,0,13,145,0,72
PRV55338,No,0,8790,46,191,0,44,200,0,71
PRV55339,No,0,7880,30,263,0,28,281,0,70
PRV55340,No,240,32730,108,303,2,83,394,3,73
PRV55341,No,0,1240,14,89,0,14,89,0,74
PRV55342,No,0,2440,9,271,0,8,305,0,68
PRV55343,No,300,23940,90,266,3,74,324,4,74
PRV55344,No,0,8320,14,594,0,8,1040,0,74
PRV55345,No,90,7310,15,487,6,14,522,6,77
PRV55348,No,0,610,7,87,0,5,122,0,74
PRV55350,No,0,4210,31,136,0,23,183,0,72
PRV55351,No,0,1650,10,165,0,8,206,0,80
PRV55352,No,190,12850,39,329,5,27,476,7,66
PRV55353,No,40,2970,12,248,3,12,248,3,80
PRV55354,No,440,43990,178,247,2,105,419,4,75
PRV55355,No,0,90,1,90,0,1,90,0,99
PRV55356,No,170,5030,27,186,6,27,186,6,69
PRV55357,No,600,37270,161,231,4,106,352,6,71
PRV55358,No,0,14710,37,398,0,34,433,0,70
PRV55359,No,610,47940,113,424,5,52,922,12,72
PRV55360,No,0,4880,17,287,0,17,287,0,73
PRV55361,No,100,23420,85,276,1,59,397,2,73
PRV55362,No,410,36170,148,244,3,101,358,4,74
PRV55363,No,190,24070,62,388,3,32,752,6,73
PRV55364,No,0,80,1,80,0,1,80,0,79
PRV55365,No,0,370,7,53,0,5,74,0,68
PRV55366,No,530,20310,107,190,5,53,383,10,70
PRV55368,No,310,24770,115,215,3,101,245,3,73
PRV55371,No,0,330,3,110,0,3,110,0,77
PRV55372,No,70,2620,12,218,6,7,374,10,70
PRV55374,Yes,35244,335000,33,10152,1068,31,10806,1137,75
PRV55375,Yes,13884,147900,14,10564,992,14,10564,992,72
PRV55376,No,220,21470,88,244,3,79,272,3,73
PRV55377,No,0,3410,4,853,0,4,853,0,70
PRV55378,No,14952,132000,14,9429,1068,13,10154,1150,69
PRV55379,No,4272,36000,4,9000,1068,4,9000,1068,69
PRV55381,No,21460,173700,45,3860,477,40,4343,537,73
PRV55382,No,8544,129000,8,16125,1068,8,16125,1068,66
PRV55383,No,8544,70000,8,8750,1068,8,8750,1068,75
PRV55384,No,0,30,1,30,0,1,30,0,71
PRV55385,No,8544,70000,8,8750,1068,7,10000,1221,73
PRV55386,No,130,21010,82,256,2,62,339,2,74
PRV55387,No,5340,90000,6,15000,890,6,15000,890,82
PRV55388,No,1420,134180,515,261,3,307,437,5,73
PRV55390,No,70,23150,26,890,3,16,1447,4,79
PRV55392,No,23806,302110,192,1573,124,115,2627,207,77
PRV55395,No,10,2970,12,248,1,10,297,1,69
PRV55396,No,16130,153830,75,2051,215,63,2442,256,74
PRV55397,No,0,630,6,105,0,5,126,0,81
PRV55398,No,0,1430,13,110,0,8,179,0,78
PRV55399,No,3204,35790,27,1326,119,14,2556,229,81
PRV55400,No,0,200,1,200,0,1,200,0,83
PRV55401,No,100,11560,49,236,2,23,503,4,79
PRV55402,No,0,17720,44,403,0,21,844,0,76
PRV55404,No,0,2420,25,97,0,9,269,0,76
PRV55405,No,200,2730,10,273,20,1,2730,200,85
PRV55408,No,100,5160,16,323,6,11,469,9,87
PRV55409,No,10,280,5,56,2,4,70,3,82
PRV55410,No,100,15380,56,275,2,33,466,3,77
PRV55411,No,110,11990,39,307,3,23,521,5,79
PRV55412,No,0,1940,11,176,0,4,485,0,73
PRV55413,No,0,2200,4,550,0,4,550,0,84
PRV55414,No,2136,13670,12,1139,178,12,1139,178,75
PRV55416,No,2236,20330,73,278,31,40,508,56,74
PRV55417,No,30,3710,30,124,1,12,309,3,78
PRV55418,No,3304,20190,9,2243,367,6,3365,551,76
PRV55419,No,0,4430,8,554,0,6,738,0,73
PRV55423,No,0,4710,25,188,0,11,428,0,74
PRV55424,No,120,830,10,83,12,6,138,20,74
PRV55425,No,0,3880,26,149,0,6,647,0,86
PRV55426,No,330,22110,77,287,4,38,582,9,77
PRV55427,No,0,50,1,50,0,1,50,0,92
PRV55428,No,1068,7000,1,7000,1068,1,7000,1068,68
PRV55430,Yes,7476,79000,7,11286,1068,6,13167,1246,82
PRV55431,No,2136,58000,2,29000,1068,2,29000,1068,88
PRV55432,No,180,7430,29,256,6,22,338,8,77
PRV55433,Yes,34226,342020,87,3931,393,77,4442,444,72
PRV55434,No,8664,69800,40,1745,217,39,1790,222,78
PRV55435,Yes,129278,1250050,151,8278,856,133,9399,972,75
PRV55436,No,0,2430,11,221,0,11,221,0,75
PRV55437,Yes,30044,400250,106,3776,283,102,3924,295,75
PRV55438,No,450,70190,219,321,2,73,962,6,72
PRV55439,No,480,96290,224,430,2,188,512,3,74
PRV55441,No,7476,67910,32,2122,234,30,2264,249,71
PRV55442,No,16140,119850,61,1965,265,55,2179,293,76
PRV55443,No,30972,341390,38,8984,815,34,10041,911,73
PRV55444,Yes,117480,1313260,128,10260,918,109,12048,1078,73
PRV55445,No,340,56500,133,425,3,39,1449,9,73
PRV55446,No,30,23140,98,236,0,87,266,0,74
PRV55447,No,370,22990,66,348,6,60,383,6,75
PRV55448,No,160,9000,40,225,4,39,231,4,76
PRV55449,No,110,6480,21,309,5,20,324,6,78
PRV55450,No,1878,57610,201,287,9,123,468,15,72
PRV55451,No,0,860,11,78,0,11,78,0,78
PRV55452,No,33368,372430,60,6207,556,49,7601,681,73
PRV55453,Yes,15326,294610,795,371,19,333,885,46,73
PRV55454,No,7230,134960,368,367,20,156,865,46,73
PRV55455,No,890,95350,373,256,2,145,658,6,73
PRV55456,No,5340,71300,6,11883,890,6,11883,890,73
PRV55458,No,300,11830,35,338,9,34,348,9,77
PRV55459,No,930,114890,344,334,3,270,426,3,73
PRV55460,No,0,3430,18,191,0,16,214,0,78
PRV55462,Yes,410290,4713830,1907,2472,215,969,4865,423,74
PRV55463,No,770,73500,257,286,3,220,334,4,73
PRV55464,No,20,6540,29,226,1,28,234,1,76
PRV55465,No,10542,205830,339,607,31,121,1701,87,73
PRV55467,Yes,11230,569280,1896,300,6,703,810,16,73
PRV55468,No,50,10030,27,371,2,25,401,2,74
PRV55469,No,0,2110,10,211,0,10,211,0,78
PRV55470,No,870,135060,470,287,2,204,662,4,73
PRV55471,No,0,1670,13,128,0,13,128,0,72
PRV55472,Yes,21360,255090,23,11091,929,19,13426,1124,71
PRV55473,No,0,1350,6,225,0,5,270,0,89
PRV55474,No,290,17430,80,218,4,74,236,4,73
PRV55475,No,70,3700,17,218,4,17,218,4,74
PRV55477,No,280,17290,46,376,6,43,402,7,74
PRV55479,No,2220,162410,672,242,3,317,512,7,74
PRV55480,No,140,14640,42,349,3,42,349,3,71
PRV55481,No,1388,20310,52,391,27,27,752,51,76
PRV55482,Yes,41772,509250,83,6136,503,72,7073,580,75
PRV55483,Yes,66346,778040,76,10237,873,60,12967,1106,75
PRV55486,No,0,5170,15,345,0,15,345,0,73
PRV55487,No,450,27000,78,346,6,42,643,11,72
PRV55489,No,1090,111740,361,310,3,217,515,5,73
PRV55490,No,19304,160900,50,3218,386,46,3498,420,71
PRV55491,No,1050,115770,355,326,3,180,643,6,73
PRV55492,Yes,26700,281980,42,6714,636,40,7050,668,72
PRV55493,No,200,6270,39,161,5,39,161,5,78
PRV55494,No,1068,4470,6,745,178,6,745,178,74
PRV55495,Yes,25632,282660,51,5542,503,51,5542,503,74
PRV55496,Yes,41802,277440,86,3226,486,78,3557,536,72
PRV55497,No,0,980,7,140,0,7,140,0,82
PRV55498,No,150,2830,27,105,6,26,109,6,74
PRV55499,No,0,7900,33,239,0,29,272,0,70
PRV55500,No,30,15060,38,396,1,37,407,1,73
PRV55501,No,1148,12940,13,995,88,13,995,88,71
PRV55503,No,2338,188780,604,313,4,299,631,8,74
PRV55505,No,1230,128250,480,267,3,276,465,4,75
PRV55506,Yes,12816,124940,14,8924,915,11,11358,1165,73
PRV55507,No,3414,44350,87,510,39,32,1386,107,72
PRV55508,No,0,9310,16,582,0,14,665,0,72
PRV55509,Yes,29904,362510,39,9295,767,38,9540,787,78
